tag,cve,packageName,comment,timeAdded
ATO-FrontEnd-POAM,CVE-2021-21692,jenkins,fixed in 2.319 2.303.3,
ATO-FrontEnd-POAM,CVE-2021-21691,jenkins,fixed in 2.319 2.303.3,
ATO-FrontEnd-POAM,CVE-2021-42386,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-42385,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-42384,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-42382,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-42381,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-42380,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-42379,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-42374,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-42378,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-42376,busybox,fixed in 1.34.1-r3,
ATO-FrontEnd-POAM,CVE-2021-3918,json-schema,fixed in 0.4.0,
ATO-FrontEnd-POAM,CVE-2021-3580,gnutls,fixed in 3.6.16-4.el8,
ATO-FrontEnd-POAM,CVE-2020-16135,libssh-config,fixed in 0.9.4-3.el8,
ATO-FrontEnd-POAM,CVE-2021-22946,libcurl,fixed in 7.61.1-18.el8_4.2,
ATO-FrontEnd-POAM,CVE-2021-22947,libcurl,fixed in 7.61.1-18.el8_4.2,
ATO-FrontEnd-POAM,CVE-2021-33928,libsolv,fixed in 0.7.16-3.el8_4,
ATO-FrontEnd-POAM,CVE-2021-33929,libsolv,fixed in 0.7.16-3.el8_4,
ATO-FrontEnd-POAM,CVE-2021-33930,libsolv,fixed in 0.7.16-3.el8_4,
ATO-FrontEnd-POAM,CVE-2021-33938,libsolv,fixed in 0.7.16-3.el8_4,
ATO-FrontEnd-POAM,CVE-2021-28957,python2-pip,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-27291,python2-pip,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-42771,python2-pip,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-23336,python2-pip,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-20270,python2-pip,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2020-28493,python2-pip,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2020-27619,python2-pip,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-28957,python2,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2021-27291,python2,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2021-42771,python2,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2021-20270,python2,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2020-28493,python2,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2021-42574,libgomp,fixed in 8.5.0-4.el8_5,
ATO-FrontEnd-POAM,CVE-2021-42574,libgcc,fixed in 8.5.0-4.el8_5,
ATO-FrontEnd-POAM,CVE-2021-20231,nettle,fixed in 3.4.1-7.el8,
ATO-FrontEnd-POAM,CVE-2021-20232,nettle,fixed in 3.4.1-7.el8,
ATO-FrontEnd-POAM,CVE-2021-42574,libstdc++,fixed in 8.5.0-4.el8_5,
ATO-FrontEnd-POAM,CVE-2021-42574,cpp,fixed in 8.5.0-4.el8_5,
ATO-FrontEnd-POAM,CVE-2021-28957,python2-pip-wheel,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-27291,python2-pip-wheel,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-42771,python2-pip-wheel,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-23336,python2-pip-wheel,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-20270,python2-pip-wheel,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2020-28493,python2-pip-wheel,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2020-27619,python2-pip-wheel,fixed in 9.0.3-18.module+el8.3.0+7707+eb4bba01,
ATO-FrontEnd-POAM,CVE-2021-28957,python2-setuptools-wheel,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-27291,python2-setuptools-wheel,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2020-27619,python2-setuptools-wheel,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-42771,python2-setuptools-wheel,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-23336,python2-setuptools-wheel,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-20270,python2-setuptools-wheel,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2020-28493,python2-setuptools-wheel,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-28957,python2-setuptools,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-27291,python2-setuptools,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2020-27619,python2-setuptools,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-42771,python2-setuptools,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-23336,python2-setuptools,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-20270,python2-setuptools,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2020-28493,python2-setuptools,fixed in 39.0.1-13.module+el8.4.0+9442+27d0e81c,
ATO-FrontEnd-POAM,CVE-2021-28957,python2-libs,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2021-27291,python2-libs,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2021-42771,python2-libs,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2021-20270,python2-libs,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2020-28493,python2-libs,fixed in 2.7.18-7.module+el8.5.0+12203+77770ab7,
ATO-FrontEnd-POAM,CVE-2021-42574,binutils,fixed in 2.30-58.el8_1.3,
ATO-FrontEnd-POAM,CVE-2021-43818,lxml,fixed in 4.6.5,
ATO-FrontEnd-POAM,CVE-2021-3445,python3-dnf,fixed in 4.7.0-4.el8,
ATO-FrontEnd-POAM,CVE-2021-3445,python3-dnf-plugins-core,fixed in 4.0.21-3.el8,
ATO-FrontEnd-POAM,CVE-2021-3445,yum,fixed in 4.7.0-4.el8,
ATO-FrontEnd-POAM,CVE-2021-3445,dnf-data,fixed in 4.7.0-4.el8,
ATO-FrontEnd-POAM,CVE-2021-3445,dnf,fixed in 4.7.0-4.el8,
ATO-FrontEnd-POAM,CVE-2021-1765,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-1788,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-1789,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2020-36241,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-1799,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-1801,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-28650,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-1844,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30663,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-1870,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30665,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-1871,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30682,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30689,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2020-24870,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30720,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30734,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30744,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30749,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30758,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2020-29623,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2020-27918,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30795,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30797,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-30799,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-21806,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-21779,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-21775,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2020-13558,gtk-update-icon-cache,fixed in 3.22.30-8.el8,
ATO-FrontEnd-POAM,CVE-2021-43797,io.netty_netty,fixed in 4.1.71,
ATO-FrontEnd-POAM,PRISMA-2021-0178,com.hazelcast_hazelcast,fixed in 3.12.2-visa,
ATO-FrontEnd-POAM,CVE-2021-43293,org.sonatype.nexus_nexus-core,fixed in 3.36.0,
ATO-FrontEnd-POAM,CVE-2021-43618,gmp,fixed in 2:6.2.1+dfsg-1+deb11u1,
ATO-FrontEnd-POAM,CVE-2017-16129,superagent,fixed in 3.7.0,
ATO-FrontEnd-POAM,CVE-2021-29469,redis,fixed in 3.1.1,
ATO-FrontEnd-POAM,PRISMA-2021-0169,uglify-js,fixed in 3.14.3,
ATO-FrontEnd-POAM,CVE-2017-16137,debug,fixed in 3.1.0 2.6.9,
ATO-FrontEnd-POAM,CVE-2021-23807,jsonpointer,fixed in 5.0.0,
